workclass,education,marital-status,occupation,relationship,race,sex,income
 Self-emp-not-inc, 10th, Married-spouse-absent, Other-service, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, 11th, Never-married, Other-service, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0
 Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,1
 Local-gov, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Male,0
 Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0
 Unknown, 11th, Never-married, Unknown, Own-child, White, Female,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, 12th, Divorced, Craft-repair, Own-child, White, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0
 Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0
 Private, 7th-8th, Never-married, Other-service, Own-child, White, Female,0
 Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0
 Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0
 Private, Doctorate, Divorced, Prof-specialty, Unmarried, Black, Female,1
 Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 11th, Never-married, Other-service, Own-child, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,1
 Self-emp-not-inc, Masters, Divorced, Other-service, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 State-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Unknown, 1st-4th, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,1
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,0
 State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0
 Unknown, HS-grad, Never-married, Unknown, Own-child, Asian-Pac-Islander, Female,0
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,1
 Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0
 Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0
 Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 10th, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,1
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 11th, Never-married, Other-service, Unmarried, Black, Female,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0
 Private, 11th, Never-married, Sales, Own-child, White, Female,0
 Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0
 Unknown, Some-college, Divorced, Unknown, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,1
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Husband, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Unmarried, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Unknown, Bachelors, Married-civ-spouse, Unknown, Husband, White, Male,1
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,1
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Male,0
 Private, 10th, Never-married, Transport-moving, Not-in-family, Black, Male,0
 State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Unknown, Assoc-acdm, Never-married, Unknown, Own-child, White, Female,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Private, Masters, Widowed, Exec-managerial, Unmarried, White, Male,1
 Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 9th, Never-married, Other-service, Own-child, Black, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female,0
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0
 Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Unknown, HS-grad, Never-married, Unknown, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 Private, 12th, Never-married, Other-service, Own-child, White, Male,0
 Private, HS-grad, Widowed, Tech-support, Unmarried, Black, Female,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,1
 Self-emp-not-inc, 11th, Separated, Other-service, Unmarried, White, Female,0
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Unknown, 10th, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Some-college, Divorced, Sales, Unmarried, White, Female,1
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,0
